 Xsub,           1 ,           2 ,           3 ,           4 ,           5 ,           6 ,           7 ,           8 ,           9
 -,  0.21957311530992571      , -0.45459524927984107      ,   8.3333333323802883E-002 , -0.53193525197790825      , -0.45459524930784362      ,   6.6362572591738722E-002 ,  0.20260235457206752      , -0.53193525200080305      ,  0.28593568790471713     
